Site_ID,Site_name_main,Site_name_other,Case_study_area,Unitary_Authority_County_Council,Parish_Community_Borough,HER_site_montype,Site_type,Site_type_simple,X_coord,Y_coord,Site_summary,len,Site_description,Site_URL,Site_context_ID,Number_graves_all,Number_graves_GG,Number_individuals_all,Number_individuals_GG,Source_of_data,Main_ID_type,Main_ID_value,Other_ID_type,Other_ID_value,Other_equivalent_data_source_EDS,EDS_ID_type,EDS_ID_value,new bm url,EDS_URL,Whimster_1981_site_number,Bristow_2001_site_number,AEMA_2016_site_number,Number_events
10182,Cape Cornwall #1,CAPE CORNWALL - Bronze Age cairn,Cornwall,CORNWALL,St Just in Penwith,CAIRN,CAIRN,Cairn,135300,31800,A cairn at Cape Cornwall was destroyed prior to 1879 and an urn was found.<gg_summary>: See also MCO27268 - a very similar record but now thought to relate to a different burial (Patchett has got the two confused) . Urn at depth of nearly 3m in small cist with a large Trevisker urn ,285,A cairn at Cape Cornwall was destroyed prior to 1879 and an urn was found (b1). There are no extant remains (b2).,http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=MCO2305&resourceID=1020,,,1,1,1,HER_Cornwall,MonUID,MCO2305,PrefRef,29780,,,,#N/A,,,,,1
10184,Boskednan,BOSKEDNAN - Bronze Age cairn,Cornwall,CORNWALL,Gulval,CAIRN,CAIRN,Cairn,143432,35112,"A cairn, 8.5m in diameter, on the edge of Boskednan stone circle.<gg summary>: disturbed cist with urn in cremation - unperforated ribbon-handles/ lugs",152,"WC Borlase records the remains of a barrow on the edge of Boskednan stone circle (30684) which was excavated by him in 1872. He found a cist (30683.1) containing fragments of an urn (30683.11) (b2). Blight records the cairn as having been dug into by labourers who found some urns (b1). The cairn is marked on the OS map of 1906 (b5) and 1963 (b7), and Russell in 1971 records extant remains (b8). The OS who surveyed the cairn at 1:2500 in 1975 record a diameter of 10m and height of 1.3m. It now intrudes upon the perimeter of the stone circle and the cist is not visible (h1). The OS publication of 'tumili, site of' in 1906 (b5) and 1963 (b7) may be based upon the urns said by Blight (b1) to have been found in the 1840s, though he sites them to the existing cairn. There is no evidence of any other cairn in the vicinity. Barnatt planned the site in 1982 and shows the barrow approx 3.0m south east of the stone circle; miners' pits upcast overlap the circle. The diameter is approx 8.5m (h2, b9). Visible on air photographs (p1) and plotted for the NMP.The site has a mixture of shortish grass and heathland vegetation regenerating after it was cut when CASPN were doing the work on the circle (pers comm, AP-J, 2010)--------------------------------Site history:1: 1975. QUINNELL, NV / OS2: 1982. BARNATT, J / SHEFFIELD UNIVERSITY3: 2010. AP-J, HES--------------------------------<MCO27492>: WC Borlase excavated a cairn (30683) in 1872 on the edge of Boskednan stone circle (30684) in which he found a cist. It had been rifled, probably by labourers in the 1840s but he found the fragments of an urn (30683.11) which he considered to have been originally in the cist. The cist measured 1.2m long (WNW - ESE), 0.76m wide and 0.45m deep. The cover had been removed  and quantities of charcoal were found 0.6m to the west of the cist (b2). Two side stones of the cist remained by 1906 (b4) but the OS who surveyed the cairn in 1975 found no remains extant (h1). Russell in 1971 lists the cist in her entry for the cairn (b6).--------------------------------Site history:1: 1975. QUINNELL, NV / OS--------------------------------<MCO272>: WC Borlase records the find of fragments of an urn which he recovered during his excavation of a cairn (30683) on the edge of Boskednan stone circle (30684). The fragments were found within the cairn but Borlase considered them to have originally been in the cist (30683.1) which he found had been rifled. The fragments were approximately 1.2m to the west of the cist and were formed of very coarse clay, with chevron patterns and neatly formed handles in slight relief and not perforated. The rim showed a twisted cord pattern. No bones or ashes were found within the fragments (b2). Patchett in 1946 classifies the urn to Class C ribbon handled ii of the Middle Bronze Age. It is barrel shaped, 17cm high and has raised bosses for handles. It is of coarse paste and is decorated with chevrons in three cord plait on both the inner bevel and outside at handle level. The urn is now in Penzance Museum (b6, b7). Russell in 1971 lists the find of an urn in her entry for the cairn (b8).",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=MCO4186&resourceID=1020,,,1,,1,HER_Cornwall,MonUID,MCO4186,PrefRef,30683,,,,#N/A,,,,4346,1
10185,Bosporthennis #2,BOSPORTHENNIS - Bronze Age cairn,Cornwall,CORNWALL,Zennor,CAIRN,CAIRN,Cairn,144092,36725,<gg summary>: A cairn excavated by WC Borlase in which was found two urns. (3rd barrow in a group; the other two were ring cairns which both showed evidence of extensive burning and ashes but no cremations or bodies - pyre sites suggests Borlase (1872: 285)It is possible that these bodies were burnt in situ with the pots being fired at the same time (fragments of bone stuck to the pot) and burnt strike a light (that may have started the fire?) ,449,"WC Borlase in 1872 records a barrow at Bosporthennis excavated by him and in which he found two urns (30761.1). He describes a cairn 9.0m in diameter and 0.45m high, surrounded by a ring of stones set on edge, and a second inner circle measuring 2.4m in diameter in which the urn was found on a single flat stone (b1). Hirst positions a barrow at SW 4413 3667 and notes that it is possibly the remains excavated by Borlase (b3). The OS who surveyed the barrow at 1:2500 in 1961 record a low grass and gorse covered mound 0.5m high, with a single stone on the western side which seems to be all that remains of the retaining circle. Small stones are visible in a shallow excavation pit in the centre, and elsewhere on the mound, indicate that this is an overgrown cairn. They note some discrepancy between this and two other barrows opened by Borlase (30691) (500m instead of 800 paces as given by Borlase) although there is little doubt that this is a cairn excavated by him (h1). Russell in 1971 lists the extant remains of a mound with two retaining walls (b4). The OS who re-surveyed the site in 1975 add that there is no barrow at the position indicated by Hirst and it seems fairly certain that he is referring to the feature surveyed at SW 4409 3672 in 1961. Its identification is on general evidence, though it cannot be firmly established as a barrow (h2). Visible on air photographs (p1) and plotted for the NMP in 1997.--------------------------------Site history:1: 1961. PITCHER, GH / OS2: 1975. QUINNELL, NV / OS--------------------------------<MCO278>: Borlase records the find of a flint implement in the larger of the two urns (30761) at Bosporthennis, excavated by him in 1872. A small, flint implement of the type normally called an awl but in this context a strike-a-light for a funeral pyre. The marks of secondary chipping are very distinct and it has passed through the fire (b1).<MCO4189>: WC Borlase records the find of two urns standing mouth downwards beside a single flat stone in the barrow (30761) excavated by him in 1872. The urns were filled with burnt bones, but were badly crushed. In the larger urn was a flint implement (30761.2) which was also burnt (b1). The two urns, now in the British Museum, are Patchett's Class F, ribbon handles and overhanging rim tradition (the urns have no handles), late Bronze Age, probable date 600 - 400 BC (b4).",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=MCO4188&resourceID=1020,,,1,,2,HER_Cornwall,MonUID,MCO4188,PrefRef,30761,,,,#N/A,,,,,1
10187,Botrea Downs #1,BOTREA DOWNS - Bronze Age cairn,Cornwall,CORNWALL,Sancreed,CAIRN,CAIRN,Cairn,140308,31328,"A platform cairn, 37m diameter in diameter and 0.3m to 0.8m high.<gg summary>: degraded inhumation (small) in cist wit two Breton style barbed and tanged arrowheads ",166,"This cairn lies on the north facing moorland slopes of Botrea Downs at 215m above sea level. The site was partially excavated in 1826 when two barbed and tanged arrowheads were found in a small stone lined box cist measuring 0.9m by 0.5m by 0.2m set in the northern edge of the cairn (h1, b1-b3). The site was surveyed by Pitcher for the OS in 1961 when it was identifed as an earth and stone platform barrow of 37m diameter standing 0.3m to 0.8m high with the fragmentary traces of a surrounding low bank of no more than 0.2m high (h3). Traces of a cist stone in situ were extant in 1961 (h3). Resurveyed in detail by Johnson and Rose who showed areas of C19 disturbance and extant traces of a single upright slab which may be traces of the side of a cist (h5, b9-b11). Listed by Russell as a disc barrow (b8) whereas surveyed features and alter observations have classified the site as a platform barrow (h4, h6). The cairn is presently covered by low gorse, heather and moor grass and the eastern two-thirds are disturbed by presumably C19 excavation trenches and spoil heaps (h6). Scheduled Monument and part of cairn group 16252. No details about present storage of finds are given. The cairn is visible on aerial photographs (p1) as a low earth and stone mound and was plotted as part of the NMP.--------------------------------Site history:2: 1848. EDMONDS, R/-3: 1961. PITCHER, GH/OS4: 1975. FLETCHER, MJ/OS5: 1982. JOHNSON, N & ROSE, P/CAU6: 1987. PRESTON-JONES, A/HBMC--------------------------------",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=MCO4198&resourceID=1020,,,1,1,1,HER_Cornwall,MonUID,MCO4198,PrefRef,16252.02,,,,#N/A,,,,,1
10188,Botrea Downs #2,BOTREA DOWNS - Bronze Age cairn,Cornwall,CORNWALL,Sancreed,CAIRN,CAIRN,Cairn,140311,31209,"A cairn, 40m by 35m and 1.21m high.<gg summary>; cist with inurned cremation. No further details about type of urn ",116,"One of a group of extant cairns (16252) on the moorland of Botrea Downs at 215m above sea level. The site was partially excavated in 1826 when a covered cist, 3ft 6in by 2ft, was found containing an urn filled with black earth and ashes (presumably of a cremation) (h1, b1-b4). A second cist was apparently found within this site (b3) though no further details are given. Site surveyed in 1961 and classified as a platform barrow standing up to 1.21m high and approximately 40m north-south and 35m east-west (h3). Pitcher recorded a partially elevated central area and the fragmentary traces of a low bank on its perimeter which stands up to 0.2m high (h3). Traces of two small excavation pits south-east of the centre of the cairn were noted, but no in situ stones of a cist were recorded (h3). The site is listed by Russell as a disc barrow (b6) though Fletcher suggests that it is probably a platform barrow (h4). Resurvey in 1982 by CAU details the features above and records several extant small kerb stones defining its outer rim; the excavation pits were also surveyed and the possible orthostats of at least one central cist were shown to be in situ (h5, b7-b9). HBMC visit in 1987 recorded that the site is under a blanket of moorland vegetation and that the cairn now lies in imporved pasture, whilst some care was taken to plough around the site when the surrounding area was being reclaimed in 1979-80 (h6). This is a Scheduled Monument and forms part of cairn group 16252. The cairn is visible on aerial photographs (p1) as a low earth and stone mound and was plotted as part of the NMP.--------------------------------Site history:2: 1848. EDMONDS, R/-3: 1961. PITCHER, GH/OS4: 1975. FLETCHER, MJ/OS5: 1982. JOHNSON, N & ROSE, P/CAU6: 1987. PRESTON-JONES, A/HBMC--------------------------------",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=MCO4200&resourceID=1020,,,1,,1,HER_Cornwall,MonUID,MCO4200,PrefRef,16252.04,,,,#N/A,,,,,1
10190,Cheeswring,CHEESEWRING - Bronze Age cairn,Cornwall,CORNWALL,Linkinhorne,CAIRN,CAIRN,Cairn,226000,71000,"An urn containing a plate, found in a cairn in the Cheesewring district.<gg summary>: Patchett says that the find was ""a barrow consists mainly of stones and containing ashes and calcined human bones"". The urn, which was destroyed during the war, was a ribbon handled urn probably 20in to 22in high, made of ordinary coarse granite clay from the locality. It was decorated with lines and chevrons, oval indentations and cord impressions, and was blackened ""by the ashes of the funeral pyre. Note the urn contained a most unusual vessel - a polypod bowl Note this site is not far from the barrow of Rillaton with the gold cup ",628,"In 1888 Plymouth Museum accessions included fragments of an an urn found during removal of a cairn ""in the Cheesewring district"". The urn contained another vessel described as ""a small plate with a central hole, a raised rim, and four little legs"". This was not preserved but Worth suggests that it may have been ""a small urn or food vessel or perhaps for afternoon tea and cucumber sandwiches"" (b1). Patchett says that the find was ""a barrow consists mainly of stones and containing ashes and calcined human bones"". The urn, which was destroyed during the war, was a ribbon handled urn probably 20in to 22in high, made of ordinary coarse granite clay from the locality. It was decorated with lines and chevrons, oval indentations and cord impressions, and was blackened ""by the ashes of the funeral pyre"" (b2).",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=MCO4280&resourceID=1020,,,1,1,1,HER_Cornwall,MonUID,MCO4280,PrefRef,1447,,,,#N/A,,,,5312,1
10197,Watch Croft,WATCH CROFT - Bronze Age cairn,Cornwall,CORNWALL,Morvah,CAIRN,CAIRN,Cairn,141916,35456,"A cairn 8.8m in diameter and enclosed by a ring of twenty stones set on edge.<gg summary>: in one of the barrows (they were a pair but one was empty) Inside he found a cist (30668.1) containing an urn (30668.11). On top of a cist, below its covering stone he found several Roman coin. But this is very odd as the vessel is Bronze AgeNote lots of ashes and burnt stones and a few pebbles and animal bones and charcoal found in the mound. Limpet shell in mound too ",467,"WC Borlase recorded two cairns at Watch Croft (see also 30673). The south west barrow, 8.8m in diameter and enclosed by a ring of twenty stones set on edge, was excavated by him in 1863. Inside he found a cist (30668.1) containing an urn (30668.11). On top of a cist, below its covering stone he found several Roman coins (30688.12) (b1, b3). The OS surveyed the cairn at 1:2500 in 1960. It is 1.7m high and 13.0m in diameter, and consists of a circular dry stone wall of large granite blocks with loose granite rubble piled within and around it. The top is slightly inclined towards the centre and a large outcropping rock is built into the south side of the wall. The cairn is very spread and mutilated by two excavations within the walling. The natural rock and shallow depression mentioned by Borlase is just inside the north circumference of the wall. The depression may be natural as two other large rocks near the cairn here have well formed rock basins. No trace remains of the cist which Borlase discovered (h1). Russell in 1971 listed the extant remains of the cairn (b7), and the OS who revisited the site in 1975 record no change from the survey in 1960 (h2). Gerrard in 1985 recorded that the centre of the cairn had been ""robbed"", possibly a reference to Borlase's trench (h3, b8, b9). The cairn is visible as a stone bank forming a subcircular enclosure on air photographs (p1) and was plotted for the NMP.--------------------------------Site history:1: 1960. PITCHER, GH / OS2: 1975. QUINNELL, NV / OS3: 1985. GERRARD, GAM / CAU--------------------------------<MCO27488>: WC Borlase recorded a cist within a cairn (30688) at Watch Croft which he excavated in 1863. A flat stone 0.9m square covered the cist which was about 0.45m deep, and inside which he found an urn (30668.11) containing calcined bones. Under a slanting rock were more bones and a limpet shell. Quantities of ash, burnt bones, a few pebbles and charred wood were found throughout the mound. On top of the earth in the cist on which the cover stone had been resting, lay a third brass Roman coin, with several more inside the cist (30668.12, b1). The OS surveyed the remains of the cairn at 1:2500 in 1960 and recorded no surface traces of the cist (h1). Russell in 1971 lists the cist in her entry for the cairn (b7).--------------------------------Site history:1: 1960. PITCHER, GH / OS--------------------------------<MCO1819>: WC Borlase records the find of an urn which stood mouth upwards inside the cist (30668.1) excavated by him in 1863, in a cairn (30668) at Watch Croft. It contained calcined bones and a small flint disc, which was smashed by a workman (b1). Abercromby in 1912 describes the urn as late Bronze Age with cord marking (b5) and Parchett classifies the urn as class G, late Bronze Age, Deverel-Rimbury influence after 750 BC (b7).--------------------------------Site history:1: 1960. PITCHER, GH / OS--------------------------------",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=MCO4647&resourceID=1020,,,1,,1,HER_Cornwall,MonUID,MCO4647,PrefRef,30668,,,,#N/A,,,,,1
10198,Colliford,WEST COLLIFORD - Bronze Age cairn,Cornwall,CORNWALL,St Neot,CAIRN,CAIRN,Cairn,217680,71070,One in a group of three cairns; site now submerged by Colliford reservoir.Note the pygmy vessel comes from the turf-stack of the mound and is not directly associated with a burial. Charcoal-filled pits. There was some cremated human bone from a peripheral pit The pygmy vessel is directly above the cremation in the pit and Ann Ellison/Woodward thinks it is intentional and likely a grave good (1984: 81) Possible cenotaphs?,430,"This cairn is one in a group of three situated on a low spur on the slope to the west of the St Neot river. Located and surveyed by the OS during field investigation in 1973 (h1) and subsequently marked on the OS 1:10000 map (b1). Excavated in 1978 (site crivc) in advance of flooding of Colliford reservoir (h2, b2). Nevertheless, the site was visible from the air in 1979 (p1) and is depicted on the RCHM's air photo plot (h3, b3). The site of the cairn is now under water. In 1973, the OS described this cairn as in good condition, with a diameter of 7.5m and 0.6m high (h1). Excavation suggested that this cairn had been rather less carefully constructed than the others in the group, although a central pit complex was carefully made and there was evidence of precise setting-out. The body of the cairn was of turf and stone, covering a central pit containing some cremated bone. The old ground surface was preserved beneath the mound; piercing this in the centre was a stake-hole - possibly for a stake used in marking out the perimeter of the cairn. East of this a pit 0.8m in diameter and 0.35m deep had been cut in the old land surface. This was filled with charcoal (mature oak timbers, RC dated 3580+-80bp, 1630BC) and cremated human bone. The sides of the pit were burnt, either because the contents had been burnt here, or because they were deposited hot. Several stones, a layer of clay and two large stones sealed the pit. Around the pit, on the OLS were several charcoal scatters and sealing these, a layer of yellow ash. The turf stack, a very disorderly affair, was raised over this. Within it was found a small inverted pot and a cluster of stones - close together but separated by turfs and possibly not related. Around the edge of the stack a series of large stones were set, whose temporal relationship with the turf mound is uncertain. Small stones were firmly embedded in the top of most of the body of the stack, except on the SE, and above these, a layer 1-2 thick of small loosely placed stone. The cairn appears to have lain undisturbed since construction. The pot or 'pygmy cup' is fully described on pp 79-81 of the report. Flints found are probably residual mesolithic material and are described in 1786 (b2).--------------------------------Site history:1: 1973. JWS/OS--------------------------------",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=MCO4652&resourceID=1020,10040,,1,,1,HER_Cornwall,MonUID,MCO4652,PrefRef,1784.3,,,,#N/A,,,,,1
10203,Peninnis Head,PENINNIS HEAD - Bronze Age cairn cemetery,Cornwall,Isles of Scilly,"St Marys, St Marys, Isles of Scilly",CAIRN CEMETERY,Cairn Cemetery,,91000,9500,A group of five cairns on Peninnis Head.<gg summary>: Two bronze torcs are alleged to have come from a barrow at Peninnis Head (Borlase 1972: 162) ; not directly associated with the cremation The cist contained a heap of human bones of very large size and accompanied by flint flaketwo heavy bronze torques. The barrow was possibly built around a standing stone.,366,"A group of five cairns ('A-E'). 'A-D' are recorded as tumuli on the 1908 OS map, and 'A-E' as tumuli on the 1963 OS map (all but 'D' shown as site symbols). Russell only found ('B-D'). The cairns are not identifiable on air photographs. The OS field worker recorded four heather-covered cairns ('A-D') on Peninnis Head. 'E' was found to be a quarry pit. Finds now in Truro Museum (RIC) may have come from one of these cairns (7422). Revisited in 1988 (h2). All were located, and 'E' confirmed as a quarry. The cairns are situated towards the top of the hillslope at the southern end of Peninnis Head. Cairns 7420.01 - 7420.03 appear to be Scheduled.--------------------------------Site history:1: 1978. NJA/OS2: 1988. WATERS, A / CAU--------------------------------",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=MCO31055&resourceID=1020,,,1,1,1,HER_Cornwall,MonUID,MCO31055,PrefRef,7420,,,,#N/A,,,,2381,1
10204,Trelan Bahow,TRELAN - Iron Age cemetery,Cornwall,CORNWALL,St Keverne,CEMETERY,Inhumation Cemetery,Cemetery,174900,19550,"An Iron Age cemetery was found at Trelan in 1833.<gg_summary>: known in published sources/in the BM as St Keverne, Trelan Bahow. Only one grave from the cemetery was recorded in reasonable detail.HOBUID_426602<NRHE HOBUID: 426602; https://www.pastscape.org.uk/hob.aspx?hob_id=426602&sort=2&type=&rational=a&class1=None&period=-800|43|IRON%20AGE|17|0&county=92104&district=92295&parish=92203&place=&yearfrom=-800&yearto=43&recordsperpage=10&source=text&rtype=&rnumber=&p=1&move=n&nor=36&recfc=0#>",501,"An Iron Age cemetery was found at Trelan in 1833 when a road was extended.  The graves each formed by six stones set on edge with covering stones were grouped together at a depth of 0.6m to 1m. The graves were aligned in an east - west direction. The bodies were probably unburnt. No bones survived. One grave contained a group of elaborate bronze grave goods: one elaborately decorated mirror dated to 1 AD (b8); two plain bracelets; some large rings; parts of brooches; several blue glass beads and several stone tools (b9, b3). All except tools are in the British museum.--------------------------------Site history:1: 1973. MJF / OS--------------------------------",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=MCO23562&resourceID=1020,,,1,,1,HER_Cornwall,MonUID,MCO23562,PrefRef,10787,British Museum,Accession No.,,https://www.britishmuseum.org/collection/term/x37380,http://www.britishmuseum.org/research/collection_online/search.aspx?searchText=st+keverne&place=29747,Appendix C/7,,,1
10205,Treworthal,TREWORTHAL - Bronze Age cemetery,Cornwall,CORNWALL,Philleigh,CEMETERY,CEMETERY,Cemetery,188000,38000,<gg summary> cist with two skeletons of likely Bronze Age date. The urn was described initially as glazed but then called Bronze Age coarse and rude ,149,"A probable bronze age cemetery is situated in the area of treworthal.  In 1826 workmen found a cist while levelling a hedge; the cist was 1m by 0.75M internally and was left in situ.  Two skeletons and an urn were found in the  cist.  Another cist was found 18m away, and some years earlier a skelton had  been found in the same field (b1-3).  The assumption that the cemetery is near treworthal is because it is known  that the peyers estate, in which these finds were made, included penhallow, crigmurian, ardevora veor and treworthel (b3). ",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=MCO26096&resourceID=1020,,,1,,2,HER_Cornwall,MonUID,MCO26096,PrefRef,22721,,,,https://www.britishmuseum.org/collection/term/x37380,,,,,1
10206,Portmellon,PORTMELLON - Bronze Age cemetery,Cornwall,CORNWALL,Mevagissey,CEMETERY,CEMETERY,Cemetery,201370,43660,A Bronze Age cemetery was discovered in 1959 at Portmellon during excavations for extensions to a house.<gg summary>: 2 cists with inurned cremations (damaged). In the cist was a blue-black grain like substance which rapidly disintegrated and may also have been part of the cremation. Or it could be a partly burnt faience object (or copper?) ,344,"A Bronze Age cemetery was discovered in 1959 at Portmellon during excavations for extensions to a house. The site is near the summit of a steep hillside overlooking the village of Portmellon. No surface indications were visible to suggest a barrow but 0.5m below the surface two small cists were found (24009.1 and .2). Evidence would suggest a Bronze Age cemetery of indeterminate extent on the hillside. A number of shreds were found in one of the cists together with a small piece of calcined bone probably from the cremation ashes filling an urn. In the cist was a blue-black grain like substance which rapidly disintegrated and may also have been part of the cremation. A few shreds were also found in a cutting alongside this cist (b1).<MCO26194>: One of two cists uncovered during excavations for extensions to a house at  portmellon, situated near the summit of a steep hillside. No surface  indications were visible to suggest a barrow but 0.5M below the surface two small cists were found, one containing sherds and calcined bone. A second cist was found alongside, linked by two large stones (24009.2) (B1).<MCO26195>: One of two cists uncovered during excavations for extensions to a house at  portmellon, situated near the summit of a steep hillside. No surface  indications were visible to suggest a barrow but 0.5M below the surface two small cists were found. One containing sherds and calcined bone. A cist comprised a large blue-grey slate slab 0.3 X 0.5M in position and was 0.3M in width. It was separated from the second cist, 0.6M away, but linked by two  large stones, and had been cut through during excavation (b1). ",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=MCO26193&resourceID=1020,,,2,2,2,HER_Cornwall,MonUID,MCO26193,PrefRef,24009,,,,https://www.britishmuseum.org/collection/term/x37380,,,,,1
10207,Forrabury #1,FORRABURY - Iron Age cemetery,Cornwall,CORNWALL,"Forrabury And Minster, North Cornwall, Cornwall",CEMETERY,Inhumation Cemetery,Cemetery,209507,90684,"An Iron Age cemetery is located within this field. Uncovered in June 2009 by topsoil strip in advance of use of land as site compound.<gg_summary (based on Jones and Jones-Lawson 2014)>: a heterogeneous group of features including stone-lined cists, slate capped and stone covered cists, other large pits, scorched pits (potentially hearths) and post holes. Of these, only two features (Fs. 1 and 16) were excavated - the rest are preserved in-situ.Five features were identified as cist graves (Fs. 1, 3, 4, 6 and 16); a further two as possible cist graves (Fs. 12 and 16). Potential grave goods (recorded here) were recovered from Fs. 1, 4 and 16. Five features were identified as stone capped graves (Fs. 2, 13, 14, 15 and 17); a further two as possible stone-capped graves (Fs. 25 and 27).Rc dates from two of the graves (ulex charcoal from  F. 16 and cremated bone from F. 15) were consistent, falling within the mid 8th to late 4th century cal BC; 752-410 cal BC and 736-404 cal BC).",994,"Uncovered in June 2009 by topsoil strip in advance of use of land as site compound. Approximately thirty features uncovered, perhaps fifteen of which may be Iron Age graves. These include square cist-like boxes and slab/stone-covered features. A complete iron Age pot was recovered from the end of one cist and this date is supported by radio-carbon dates from two of the other features (1). Report forthcoming.",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=MCO54622&resourceID=1020,,,3,,3,HER_Cornwall,MonUID,MCO54622,PrefRef,MCO54622,,,,https://www.britishmuseum.org/collection/term/x37380,,,,,1
10210,Zennor Quoit,Neolithic chambered tomb,Cornwall,CORNWALL,"Zennor, Penwith, Cornwall",CHAMBERED TOMB,CHAMBERED TOMB,Neolithic Tomb,146879,38018,"Zennor Quoit, a very large chambered tomb, originally set within a low mound.<gg summary>: Unfortunately this site has suffered at the hands of random antiquarian furtlings including use of dynamite . Cremated bone and pottery has been found. Trevisker urn with cremation implies re-use in the Early Bronze Age . Gallery grave Degraded inhumation with Neolithic potteryAlso Trevisker cord-impressed pottery with cremation and a whetstone in antechamber. It is uncertain whether whetstone was associated with hr as it was found during the dynamite blasting and in the ante-chamber. It is a perforated whetstone/ hone ; a bit a of a 'speer' also found (?knife/ flint dagger? or even bronze dagger?). Many small flints - flakes and scrapers found in the eastern half of the main chamber. NB no support for Patchett's statement about remains of decayed inhumation in the eastern end of the main chamber with pot (so granitic soil that all would have been decomposed)",967,"W Borlase refers to Zennor Quoit as ""a very large handsome cromlech"". He drew and planned the site in the mid-C18 when the capstone was roughly horizontal and the chamber was set into a low stony mound approx 12.8m in diameter. By the middle of the C19, when it was described by WC Borlase, the capstone had slipped and the western upright supporting it had snapped (b2). It was planned and drawn in great detail by Lukis (1885) when the northern of the two fa ade slabs (at the chamber's eastern end) had been reduced in height by the splitting off of a post  in 1861 (b14). The most useful references are Wailes (1957) and Barnatt (1982). The latter includes an accurate modern large scale plan.As it survives today the site comprises two chambers set into a low stony mound. The main  chamber is trapezoidal with its long axis running 75 degrees to the NNE. The western end is 0.83m wide, the eastern end is 1.9m wide; the total length being 3.16m. The capstone is 5.33m by 2.9m and weighs about 9.45 tonnes. An antechamber was formed at the eastern end by two impressive portal stones.No modern excavations have been carried out but several informal diggings were summarised by Thomas and Wailes in 1967 (b10). A pot was found by a local man in the C19. Grenfell and his son dynamited their way in, in 1881 and recovered a whetstone or perforated hone which found its way to Penlee Museum in Penzance (b10). Thomas and Wailes compared the hone with others from Penwith to suggest a Bronze Age date. In 1910 R J Noall of St Ives dug in the main chamber and found eighteen flints, one a scraper, one calcined, some charcoal, some cremated bones (presumably human) and sherds from two small pots. His finds are now in the County Museum in Truro (b10). Mr Hazeldine-Warren found sherds of  well fired cord-impressed ware in rabbit holes immediately outside the entrance to the ante chamber soon after WW1. They were drawn by Patchett (b8).Hencken in 1932 claimed that the mound was still traceable (b7). The OS in 1961 believed the surface to have been ""scoured for nearby walls"" leaving no surveyable remains of the covering cairn. Barnatt in 1982 notes only slight hummocky ground as the remains of a mound.  His plan shows how the mound has been broken into small fragments (h3, b14).The site is a Scheduled Monument.--------------------------------Site history:1: 1961. QUINNELL, NV / OS2: 1975. FLETCHER, MJ / OS3: 1982. BARNATT, J / SHEFFIELD UNIVERSITY--------------------------------",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=MCO28547&resourceID=1020,,,2,,2,HER_Cornwall,MonUID,MCO28547,PrefRef,36098,,,,https://www.britishmuseum.org/collection/term/x37380,,,,2366,1
10212,Harlyn Bay #6,HARLYN BAY - Bronze Age cist,Cornwall,CORNWALL,St Merryn,CIST,CIST,Cist,187688,75427,"<gg summary>: An exposed cist consisting of a shallow pit lined with cobble sized quartz pebbles and containing a cremation (unurned). Site exposed. Shallow pit lined with cobble sized quartz pebbles. Aside from quartz pebbles, no objects recorded. Cremated remains recovered but no details known of no. of individuals or completeness of burialsJudging by its association with other cists and burials of EBA date in the immediate vicinity, it is likely also to be of Early Bronze Age date ",490,"The exposure of a cist  was reported to CAU by local resident Mr Van Leiden at Harlyn Bay. The remains were investigated by CAU staff (h1). The cist consisted of a shallow pit lined with cobble sized quartz pebbles and containing a cremation. It was impossible to confirm the presence of a mound because the site was set in an undulating area of sand dunes, but it appeared to be unlikely. There was no pottery or other finds associated with the cist.",http://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=MCO2778&resourceID=1020,,,1,1,1,HER_Cornwall,MonUID,MCO2778,PrefRef,21769,,,,https://www.britishmuseum.org/collection/term/x37380,,,,,1
